Order,Email,Created at,Order Date,Subtotal,Discount Amount,Lineitem name,CATEGORY,Lineitem price,open_rate,click_rate
#3728,66984109877,2020-11-20 19:21:09 +1100,11/20/2020,24.75,0,*NEW* Honey Face Cleanser Pack - Roses,*NEW* Honey Face Cleanser Pack,27.5,53.76%,19.95%
#3727,43051761053,2020-11-20 18:33:52 +1100,11/20/2020,53,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,87.89%,11.62%
#3727,43051761053,2020-11-20 18:33:52 +1100,11/20/2020,,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,42.83%,0.90%
#3727,43051761053,2020-11-20 18:33:52 +1100,11/20/2020,,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,21.02%,8.03%
#3726,1983043987,2020-11-20 16:41:44 +1100,11/20/2020,69,,Golden Turmeric Chai - 50g,Golden Turmeric Chai,8.5,16.36%,6.17%
#3726,1983043987,2020-11-20 16:41:44 +1100,11/20/2020,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,9.94%,3.17%
#3726,1983043987,2020-11-20 16:41:44 +1100,11/20/2020,,,Masala Chai - 50g,Masala Chai,8,26.24%,0.70%
#3726,1983043987,2020-11-20 16:41:44 +1100,11/20/2020,,,Mini Chai and Honey Gift Box - Original Masala / Golden Turmeric Chai,Mini Chai and Honey Gift Box,22,68.22%,23.32%
#3726,1983043987,2020-11-20 16:41:44 +1100,11/20/2020,,0,Mini Chai and Honey Gift Box - Original Masala / Dark Chocolate Chai,Mini Chai and Honey Gift Box,22,27.36%,10.38%
#3725,53814277251,2020-11-20 13:34:42 +1100,11/20/2020,32.5,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,74.76%,19.15%
#3725,53814277251,2020-11-20 13:34:42 +1100,11/20/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,23.22%,6.13%
#3724,36908802853,2020-11-20 08:25:26 +1100,11/20/2020,115.5,,Mini Chai and Honey Gift Box - Golden Turmeric Chai / Organic Rooibos,Mini Chai and Honey Gift Box,22.5,2.65%,1.40%
#3724,36908802853,2020-11-20 08:25:26 +1100,11/20/2020,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,49.70%,47.96%
#3724,36908802853,2020-11-20 08:25:26 +1100,11/20/2020,,,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,17.89%,3.69%
#3724,36908802853,2020-11-20 08:25:26 +1100,11/20/2020,,,Raw Australian Honey - 65g,Raw Australian Honey,5.5,22.77%,0.03%
#3724,36908802853,2020-11-20 08:25:26 +1100,11/20/2020,,0,Tea Sampler Gift Box - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box,40,83.47%,5.45%
#3723,70128598561,2020-11-19 22:41:21 +1100,11/19/2020,46.5,,Raw Australian Honey - 150g,Raw Australian Honey,8.5,11.19%,9.72%
#3723,70128598561,2020-11-19 22:41:21 +1100,11/19/2020,,,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,5.5,37.86%,35.20%
#3723,70128598561,2020-11-19 22:41:21 +1100,11/19/2020,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,41.19%,36.81%
#3723,70128598561,2020-11-19 22:41:21 +1100,11/19/2020,,0,Honey Lip Balms and Scrubs - Choc Mint Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,39.03%,22.43%
#3722,73947909473,2020-11-19 19:25:59 +1100,11/19/2020,35,,Masala Chai - 50g,Masala Chai,8,8.00%,3.56%
#3722,73947909473,2020-11-19 19:25:59 +1100,11/19/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,25.28%,7.33%
#3721,33732401043,2020-11-19 14:26:59 +1100,11/19/2020,35,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,28.54%,5.08%
#3721,33732401043,2020-11-19 14:26:59 +1100,11/19/2020,,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,63.46%,46.40%
#3721,33732401043,2020-11-19 14:26:59 +1100,11/19/2020,,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,71.60%,32.52%
#3720,74307300045,2020-11-19 09:57:53 +1100,11/19/2020,47.5,0,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,47.74%,35.26%
#3719,33591303770,2020-11-18 21:00:00 +1100,11/18/2020,40,0,Tea Sampler Gift Box - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box,40,7.90%,3.78%
#3718,11029077942,2020-11-18 11:50:21 +1100,11/18/2020,8.5,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,14.22%,6.00%
#3717,70288581813,2020-11-18 09:55:40 +1100,11/18/2020,49.5,,Mini Chai and Honey Gift Box - Original Masala / Australian Black Tea,Mini Chai and Honey Gift Box,22,23.71%,5.75%
#3717,70288581813,2020-11-18 09:55:40 +1100,11/18/2020,,0,*NEW* Honey Face Cleanser Pack - Blue Bees,*NEW* Honey Face Cleanser Pack,27.5,29.59%,2.84%
#3716,29904972345,2020-11-17 22:58:58 +1100,11/17/2020,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,89.41%,78.91%
#3715,68674570301,2020-11-17 22:20:31 +1100,11/17/2020,50,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,46.00%,42.21%
#3715,68674570301,2020-11-17 22:20:31 +1100,11/17/2020,,,Raw Australian Honey - 65g,Raw Australian Honey,5.5,1.85%,0.07%
#3715,68674570301,2020-11-17 22:20:31 +1100,11/17/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,37.16%,0.99%
#3714,26903621785,2020-11-17 21:00:47 +1100,11/17/2020,15.9,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,15.9,67.66%,10.36%
#3713,56540830644,2020-11-17 20:49:51 +1100,11/17/2020,40.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,8.26%,1.19%
#3712,85715430773,2020-11-17 09:29:30 +1100,11/17/2020,46,,Golden Turmeric Chai - 50g,Golden Turmeric Chai,8.5,37.08%,3.71%
#3712,85715430773,2020-11-17 09:29:30 +1100,11/17/2020,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,17.40%,4.69%
#3712,85715430773,2020-11-17 09:29:30 +1100,11/17/2020,,0,Beeswax Wraps DIY Deluxe Kit - Garden Beehive,Beeswax Wraps DIY Deluxe Kit,29,67.40%,1.56%
#3711,66020012467,2020-11-17 08:16:28 +1100,11/17/2020,29,0,Beeswax Wraps DIY Deluxe Kit - Aboriginal Print 2,Beeswax Wraps DIY Deluxe Kit,29,41.29%,40.68%
#3710,63638698185,2020-11-17 06:13:17 +1100,11/17/2020,40,0,Tea Sampler Gift Box - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box,40,5.23%,4.47%
#3709,23797033657,2020-11-17 04:42:45 +1100,11/17/2020,36,0,Beeswax - Mini Blocks 100g,Beeswax,9,40.59%,40.21%
#3708,94060328395,2020-11-16 21:54:36 +1100,11/16/2020,72,,Stainless Steel Tea Strainers - Stainless Steel Mesh Ball,Stainless Steel Tea Strainers,6,49.93%,27.13%
#3708,94060328395,2020-11-16 21:54:36 +1100,11/16/2020,,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,28.73%,16.70%
#3708,94060328395,2020-11-16 21:54:36 +1100,11/16/2020,,,Masala Chai - 50g,Masala Chai,8,52.94%,2.49%
#3708,94060328395,2020-11-16 21:54:36 +1100,11/16/2020,,,Honey Dippers,Honey Dippers,2.5,66.27%,38.94%
#3708,94060328395,2020-11-16 21:54:36 +1100,11/16/2020,,,Beeswax Wood Polish,Beeswax Wood Polish,16.5,30.82%,10.77%
#3708,94060328395,2020-11-16 21:54:36 +1100,11/16/2020,,,Golden Turmeric Chai - 50g,Golden Turmeric Chai,8.5,3.25%,2.43%
#3708,94060328395,2020-11-16 21:54:36 +1100,11/16/2020,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,20.61%,2.05%
#3708,94060328395,2020-11-16 21:54:36 +1100,11/16/2020,,,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,5.5,85.67%,77.78%
#3708,94060328395,2020-11-16 21:54:36 +1100,11/16/2020,,0,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,87.79%,47.60%
#3707,75310059691,2020-11-16 16:38:14 +1100,11/16/2020,53.5,,Stainless Steel Tea Strainers - Stainless Steel Mesh Ball,Stainless Steel Tea Strainers,6,56.62%,54.59%
#3707,75310059691,2020-11-16 16:38:14 +1100,11/16/2020,,,Honey Dippers,Honey Dippers,2.5,45.86%,26.71%
#3707,75310059691,2020-11-16 16:38:14 +1100,11/16/2020,,0,Tea 6 Pack Variety Selection,Tea 6 Pack Variety Selection,45,93.50%,10.10%
#3706,56066377717,2020-11-16 16:31:38 +1100,11/16/2020,17.5,0,Beeswax Wraps DIY Starter Pack,Beeswax Wraps DIY Starter Pack,17.5,57.14%,33.76%
#3705,69318190799,2020-11-16 16:01:27 +1100,11/16/2020,17.5,0,Beeswax Wraps DIY Starter Pack,Beeswax Wraps DIY Starter Pack,17.5,75.29%,64.07%
#3704,96686108399,2020-11-15 12:53:07 +1100,11/15/2020,36,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,33.28%,23.49%
#3704,96686108399,2020-11-15 12:53:07 +1100,11/15/2020,,0,*NEW* Honey Face Cleanser Pack - Gumnuts,*NEW* Honey Face Cleanser Pack,27.5,7.46%,2.43%
#3703,55724390473,2020-11-15 08:21:10 +1100,11/15/2020,106.25,,Golden Turmeric Chai - 250g,Golden Turmeric Chai,38.25,26.86%,8.24%
#3703,55724390473,2020-11-15 08:21:10 +1100,11/15/2020,,0,Masala Chai - 500g,Masala Chai,68,8.27%,6.04%
#3702,57145918211,2020-11-14 17:00:30 +1100,11/14/2020,60.5,0,Naked Beeswax Tea Light Candles - 24 Pack,Naked Beeswax Tea Light Candles,60.5,18.52%,4.29%
#3701,5346198185,2020-11-14 11:47:09 +1100,11/14/2020,44.5,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,84.74%,78.14%
#3701,5346198185,2020-11-14 11:47:09 +1100,11/14/2020,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,35.05%,16.22%
#3701,5346198185,2020-11-14 11:47:09 +1100,11/14/2020,,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,75.31%,45.83%
#3701,5346198185,2020-11-14 11:47:09 +1100,11/14/2020,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,38.56%,1.70%
#3701,5346198185,2020-11-14 11:47:09 +1100,11/14/2020,,0,Sticky Turmeric Chai - 100g,Sticky Turmeric Chai,9.5,81.10%,24.30%
#3700,69273568754,2020-11-13 15:36:22 +1100,11/13/2020,107,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,73.37%,6.21%
#3700,69273568754,2020-11-13 15:36:22 +1100,11/13/2020,,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,40.59%,36.69%
#3700,69273568754,2020-11-13 15:36:22 +1100,11/13/2020,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,43.60%,39.65%
#3700,69273568754,2020-11-13 15:36:22 +1100,11/13/2020,,0,Wooden Crochet Hooks - Hand Carved - #56 7.5mm - 16cm long,Wooden Crochet Hooks,30,60.88%,12.70%
#3699,64164301906,2020-11-12 22:04:08 +1100,11/12/2020,66,0,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,77.04%,60.11%
#3698,68482014026,2020-11-12 19:13:17 +1100,11/12/2020,59,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,9.03%,3.10%
#3698,68482014026,2020-11-12 19:13:17 +1100,11/12/2020,,,Golden Turmeric Chai - 50g,Golden Turmeric Chai,8.5,50.65%,31.11%
#3698,68482014026,2020-11-12 19:13:17 +1100,11/12/2020,,,Chilli Chai - 50g,Chilli Chai,8,93.57%,0.49%
#3698,68482014026,2020-11-12 19:13:17 +1100,11/12/2020,,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,55.23%,40.67%
#3697,80497169196,2020-11-12 11:35:38 +1100,11/12/2020,40,0,Tea Sampler Gift Box - With a Heart Shaped Tea Strainer,Tea Sampler Gift Box,40,51.27%,35.86%
#3696,30295333346,2020-11-12 10:47:48 +1100,11/12/2020,95,0,Beeswax Thread Conditioners,Beeswax Thread Conditioners,4.75,44.13%,33.79%
#3695,17361426609,2020-11-12 08:09:18 +1100,11/12/2020,29,0,Beeswax Wraps DIY Deluxe Kit - Garden Beehive,Beeswax Wraps DIY Deluxe Kit,29,66.23%,36.58%
#3694,18875811356,2020-11-11 21:59:05 +1100,11/11/2020,38.5,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,78.68%,13.09%
#3694,18875811356,2020-11-11 21:59:05 +1100,11/11/2020,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,26.35%,12.62%
#3694,18875811356,2020-11-11 21:59:05 +1100,11/11/2020,,,Honey Dippers,Honey Dippers,2.5,74.52%,1.83%
#3694,18875811356,2020-11-11 21:59:05 +1100,11/11/2020,,,Raw Australian Honey - 150g,Raw Australian Honey,8.5,0.40%,0.13%
#3694,18875811356,2020-11-11 21:59:05 +1100,11/11/2020,,0,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,5.5,94.96%,6.14%
#3693,42897412015,2020-11-11 20:05:10 +1100,11/11/2020,93,,Gift wrapping Service,Gift wrapping Service,5,51.13%,12.05%
#3693,42897412015,2020-11-11 20:05:10 +1100,11/11/2020,,,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,5.5,92.49%,40.11%
#3693,42897412015,2020-11-11 20:05:10 +1100,11/11/2020,,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,86.29%,63.16%
#3693,42897412015,2020-11-11 20:05:10 +1100,11/11/2020,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,86.14%,8.12%
#3693,42897412015,2020-11-11 20:05:10 +1100,11/11/2020,,,Honey Lip Balms and Scrubs - Choc Mint Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,60.14%,54.82%
#3693,42897412015,2020-11-11 20:05:10 +1100,11/11/2020,,5.96,Tea 8 Pack Variety Selection,Tea 8 Pack Variety Selection,60,83.24%,67.26%
#3692,49752915957,2020-11-11 18:38:23 +1100,11/11/2020,53.69,,Sticky Turmeric Chai - 250g,Sticky Turmeric Chai,21.4,37.86%,5.93%
#3692,49752915957,2020-11-11 18:38:23 +1100,11/11/2020,,0,Golden Turmeric Chai - 250g,Golden Turmeric Chai,38.25,18.33%,5.78%
#3691,16673398069,2020-11-11 17:32:19 +1100,11/11/2020,42.75,0,Sweet'n'Sticky Honey Chai - 500g,Sweet'n'Sticky Honey Chai,42.75,10.38%,5.30%
#3690,8079843361,2020-11-11 11:07:58 +1100,11/11/2020,36,0,Chilli Chai - 250g,Chilli Chai,36,32.99%,28.53%
#3689,67755980058,2020-11-11 09:24:48 +1100,11/11/2020,38.5,,Honey Lip Balms and Scrubs - Choc Mint Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,28.28%,12.27%
#3689,67755980058,2020-11-11 09:24:48 +1100,11/11/2020,,,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,5.5,58.16%,14.56%
#3689,67755980058,2020-11-11 09:24:48 +1100,11/11/2020,,0,*NEW* Honey Face Cleanser Pack - Roses,*NEW* Honey Face Cleanser Pack,27.5,11.80%,5.11%
#3688,18854145081,2020-11-10 22:05:14 +1100,11/10/2020,137.5,,*NEW* Honey Face Cleanser Pack - Bright Pastels,*NEW* Honey Face Cleanser Pack,27.5,68.41%,60.02%
#3688,18854145081,2020-11-10 22:05:14 +1100,11/10/2020,,,*NEW* Honey Face Cleanser Pack - Roses,*NEW* Honey Face Cleanser Pack,27.5,86.37%,66.18%
#3688,18854145081,2020-11-10 22:05:14 +1100,11/10/2020,,,*NEW* Honey Face Cleanser Pack - Earthy Green Leaves,*NEW* Honey Face Cleanser Pack,27.5,47.43%,22.02%
#3688,18854145081,2020-11-10 22:05:14 +1100,11/10/2020,,,*NEW* Honey Face Cleanser Pack - Colourful garden,*NEW* Honey Face Cleanser Pack,27.5,5.95%,0.14%
#3688,18854145081,2020-11-10 22:05:14 +1100,11/10/2020,,0,*NEW* Honey Face Cleanser Pack - Gumnuts,*NEW* Honey Face Cleanser Pack,27.5,58.24%,9.80%
#3687,13815807971,2020-11-09 19:40:04 +1100,11/9/2020,44,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,22.71%,13.64%
#3687,13815807971,2020-11-09 19:40:04 +1100,11/9/2020,,,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,5.5,33.71%,15.42%
#3687,13815807971,2020-11-09 19:40:04 +1100,11/9/2020,,,Honey Lip Balms and Scrubs - Choc Mint Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,73.21%,16.00%
#3687,13815807971,2020-11-09 19:40:04 +1100,11/9/2020,,0,*NEW* Honey Face Cleanser Pack - Earthy Green Leaves,*NEW* Honey Face Cleanser Pack,27.5,56.20%,37.73%
#3686,34159742695,2020-11-09 19:26:28 +1100,11/9/2020,33.5,,*NEW* Honey Face Cleanser Pack - Colourful garden,*NEW* Honey Face Cleanser Pack,27.5,5.93%,0.71%
#3686,34159742695,2020-11-09 19:26:28 +1100,11/9/2020,,0,Clay Pack,Clay Pack,6,52.17%,7.68%
#3685,72933749638,2020-11-09 08:22:09 +1100,11/9/2020,106,,Honey and Tea Gift Box with Beeswax Wood Polish - Dark Chocolate Chai / Stainless Steel Mesh Tea Ball,Honey and Tea Gift Box with Beeswax Wood Polish,45.5,21.61%,15.17%
#3685,72933749638,2020-11-09 08:22:09 +1100,11/9/2020,,,*NEW* Honey Face Cleanser Pack - Earthy Green Leaves,*NEW* Honey Face Cleanser Pack,27.5,94.33%,12.96%
#3685,72933749638,2020-11-09 08:22:09 +1100,11/9/2020,,,Honey Lip Balms and Scrubs - Choc Mint Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,29.06%,10.70%
#3685,72933749638,2020-11-09 08:22:09 +1100,11/9/2020,,0,*NEW* Honey Face Cleanser Pack - Gumnuts,*NEW* Honey Face Cleanser Pack,27.5,41.95%,27.13%
#3684,27672939516,2020-11-08 19:33:49 +1100,11/8/2020,80,0,Tea Sampler Gift Box - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box,40,99.42%,65.38%
#3683,83519453849,2020-11-08 18:03:57 +1100,11/8/2020,45.5,,Raw Australian Honey - 50g,Raw Australian Honey,5.5,6.69%,1.94%
#3683,83519453849,2020-11-08 18:03:57 +1100,11/8/2020,,0,Tea Sampler Gift Box - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box,40,89.20%,15.50%
#3682,41326683111,2020-11-08 16:02:22 +1100,11/8/2020,51,0,Honey and Tea Treats Gift Box - Sweet'n'Sticky Chai / Stainless Steel Mesh Tea Ball,Honey and Tea Treats Gift Box,51,58.84%,21.02%
#3681,6508448321,2020-11-08 14:46:33 +1100,11/8/2020,55.5,,Gift wrapping Service,Gift wrapping Service,5,78.06%,0.64%
#3681,6508448321,2020-11-08 14:46:33 +1100,11/8/2020,,0,Honey and Tea Treats Gift Box - White Chocolate Chai / Heart Shaped Tea Infuser,Honey and Tea Treats Gift Box,50.5,74.91%,28.70%
#3680,94855626343,2020-11-08 12:55:01 +1100,11/8/2020,42.8,0,Sweet'n'Sticky Honey Chai - 250g,Sweet'n'Sticky Honey Chai,21.4,53.89%,43.27%
#3679,72747625019,2020-11-08 12:50:18 +1100,11/8/2020,67.5,,Alpaca Wool Dryer Balls,Alpaca Wool Dryer Balls,45,15.44%,9.49%
#3679,72747625019,2020-11-08 12:50:18 +1100,11/8/2020,,0,Mini Chai and Honey Gift Box - Original Masala / Sweet'n'Sticky Chai,Mini Chai and Honey Gift Box,22.5,71.53%,2.49%
#3678,80846609196,2020-11-08 11:26:42 +1100,11/8/2020,80,0,Tea Sampler Gift Box - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box,40,38.96%,6.71%
#3677,54988545663,2020-11-07 20:27:25 +1100,11/7/2020,36,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,2.86%,2.05%
#3677,54988545663,2020-11-07 20:27:25 +1100,11/7/2020,,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,39.70%,10.40%
#3677,54988545663,2020-11-07 20:27:25 +1100,11/7/2020,,0,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,94.79%,37.22%
#3676,71974852155,2020-11-07 14:00:16 +1100,11/7/2020,87.5,0,Beeswax Wraps DIY Starter Pack,Beeswax Wraps DIY Starter Pack,17.5,9.27%,2.36%
#3675,54988545663,2020-11-07 13:15:32 +1100,11/7/2020,8.5,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,14.48%,12.92%
#3674,89081530059,2020-11-07 09:37:54 +1100,11/7/2020,40,0,Tea Sampler Gift Box - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box,40,93.30%,51.92%
#3673,20353087735,2020-11-07 06:30:09 +1100,11/7/2020,17.5,0,Beeswax Wraps DIY Starter Pack,Beeswax Wraps DIY Starter Pack,17.5,14.25%,12.02%
#3672,65713389175,2020-11-06 21:04:47 +1100,11/6/2020,39.5,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,49.65%,5.71%
#3672,65713389175,2020-11-06 21:04:47 +1100,11/6/2020,,,Mini Chai and Honey Gift Box - White Chocolate Chai / Sweet'n'Sticky Chai,Mini Chai and Honey Gift Box,22.5,13.19%,12.19%
#3672,65713389175,2020-11-06 21:04:47 +1100,11/6/2020,,0,White Chocolate Chai - 50g,White Chocolate Chai,8.5,32.44%,24.64%
#3671,60216836647,2020-11-06 19:30:13 +1100,11/6/2020,38.5,0,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,38.5,10.70%,5.04%
#3670,91206668678,2020-11-05 19:47:23 +1100,11/5/2020,0,0,Mini Gift Box for playgroup donation,Mini Gift Box for playgroup donation,0,74.39%,72.14%
#3669,74339587412,2020-11-05 16:28:06 +1100,11/5/2020,40,0,Tea Sampler Gift Box - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box,40,6.32%,3.16%
#3668,99148851066,2020-11-05 16:14:10 +1100,11/5/2020,20.5,0,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,20.5,25.35%,15.49%
#3667,22012703493,2020-11-05 14:25:43 +1100,11/5/2020,16.5,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,57.61%,42.89%
#3667,22012703493,2020-11-05 14:25:43 +1100,11/5/2020,,,Honey Dippers,Honey Dippers,2.5,17.35%,11.90%
#3667,22012703493,2020-11-05 14:25:43 +1100,11/5/2020,,0,Raw Australian Honey - 150g,Raw Australian Honey,8.5,16.23%,15.38%
#3666,93774416348,2020-11-05 08:11:10 +1100,11/5/2020,38,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,63.15%,40.22%
#3666,93774416348,2020-11-05 08:11:10 +1100,11/5/2020,,0,Sticky Turmeric Chai - 100g,Sticky Turmeric Chai,9.5,15.47%,8.96%
#3665,2087760453,2020-11-05 00:06:34 +1100,11/5/2020,15.9,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,15.9,86.22%,54.77%
#3664,78880141607,2020-11-04 21:15:44 +1100,11/4/2020,22,0,Mini Chai and Honey Gift Box - Original Masala / Golden Turmeric Chai,Mini Chai and Honey Gift Box,22,57.62%,13.11%
#3663,97409328153,2020-11-04 13:37:28 +1100,11/4/2020,41,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,13.74%,12.49%
#3663,97409328153,2020-11-04 13:37:28 +1100,11/4/2020,,,Honey Dippers,Honey Dippers,2.5,57.22%,24.94%
#3663,97409328153,2020-11-04 13:37:28 +1100,11/4/2020,,0,Beeswax Wraps DIY Deluxe Kit - Pink Australian Animals,Beeswax Wraps DIY Deluxe Kit,29,10.72%,3.52%
#3662,17765218060,2020-11-04 07:30:15 +1100,11/4/2020,19.5,0,Beeswax Wood Polish,Beeswax Wood Polish,19.5,18.57%,2.26%
#3661,99702398402,2020-11-04 06:37:24 +1100,11/4/2020,60,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,5.5,71.93%,31.56%
#3661,99702398402,2020-11-04 06:37:24 +1100,11/4/2020,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,68.58%,40.81%
#3661,99702398402,2020-11-04 06:37:24 +1100,11/4/2020,,0,*NEW* Honey Face Cleanser Pack - Daffodils on Blue,*NEW* Honey Face Cleanser Pack,27.5,30.15%,2.29%
#3660,67958878715,2020-11-03 20:36:24 +1100,11/3/2020,36,,Gift wrapping Service,Gift wrapping Service,5,78.87%,33.68%
#3660,67958878715,2020-11-03 20:36:24 +1100,11/3/2020,,,Golden Turmeric Chai - 50g,Golden Turmeric Chai,8.5,53.37%,45.73%
#3660,67958878715,2020-11-03 20:36:24 +1100,11/3/2020,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,12.58%,12.15%
#3660,67958878715,2020-11-03 20:36:24 +1100,11/3/2020,,,Australian Grown Loose Leaf Tea - 50g,Australian Grown Loose Leaf Tea,8,42.57%,30.36%
#3660,67958878715,2020-11-03 20:36:24 +1100,11/3/2020,,0,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,39.19%,24.08%
#3659,86561779394,2020-11-03 12:22:47 +1100,11/3/2020,22,0,Mini Chai and Honey Gift Box - Original Masala / Dark Chocolate Chai,Mini Chai and Honey Gift Box,22,64.64%,27.05%
#3658,76801390285,2020-11-03 00:04:09 +1100,11/3/2020,50.5,,Tea Sampler Gift Box - With a Heart Shaped Tea Strainer,Tea Sampler Gift Box,40,8.00%,1.42%
#3658,76801390285,2020-11-03 00:04:09 +1100,11/3/2020,,0,French Love Tea - 50g,French Love Tea,10.5,55.68%,36.48%
#3657,4577072872,2020-11-02 21:22:34 +1100,11/2/2020,40,0,Tea Sampler Gift Box - With a Heart Shaped Tea Strainer,Tea Sampler Gift Box,40,40.98%,31.45%
#3656,38957880571,2020-11-02 19:49:40 +1100,11/2/2020,25.5,,Golden Turmeric Chai - 50g,Golden Turmeric Chai,8.5,57.30%,37.44%
#3656,38957880571,2020-11-02 19:49:40 +1100,11/2/2020,,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,47.81%,11.69%
#3656,38957880571,2020-11-02 19:49:40 +1100,11/2/2020,,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,37.72%,5.00%
